iter	Logloss
197	0.09272976314
198	0.09210265216
199	0.09175930764
200	0.09127526617
201	0.09087023242
202	0.0899145028
203	0.08917079109
204	0.08890982751
205	0.0888188581
206	0.08822527465
207	0.08800200622
208	0.08725834097
209	0.08692041726
210	0.08616449055
211	0.08556265544
212	0.08513802424
213	0.08458882196
214	0.08383878008
215	0.08347354264
216	0.08315589248
217	0.08264840193
218	0.08213863466
219	0.08150579364
220	0.08078385875
221	0.08016751092
222	0.07970768006
223	0.07946139969
224	0.07866346881
225	0.07842132044
226	0.07789420494
227	0.07752818173
228	0.07687899006
229	0.07630053577
230	0.07578233977
231	0.075240489
232	0.07473908041
233	0.07432727418
234	0.0740799649
235	0.07346640024
236	0.07316009527
237	0.07272881033
238	0.07238334674
239	0.07205154915
240	0.07169698619
241	0.07132371652
242	0.07092221279
243	0.07051643047
244	0.06984243706
245	0.0696066761
246	0.06920814016
247	0.06887372763
248	0.06860502824
249	0.06811903306
250	0.06755549163
251	0.06705115077
252	0.0668116287
253	0.06651996662
254	0.06646915962
255	0.06587842697
256	0.06555564671
257	0.06525593264
258	0.06493446678
259	0.06449561784
260	0.06416770749
261	0.06366726241
262	0.06306967202
263	0.06266819855
264	0.06242623434
265	0.06208092687
266	0.06171496585
267	0.06123224796
268	0.0609554544
269	0.06075587848
270	0.06057283696
271	0.0602621731
272	0.0600371046
273	0.05975188191
274	0.05946512132
275	0.05920441858
276	0.05893374998
277	0.05873612256
278	0.0583965978
279	0.05816043448
280	0.05801597749
281	0.05765669446
282	0.05732838245
283	0.05717110745
284	0.05688394465
285	0.0565092748
286	0.0563759325
287	0.05602110935
288	0.05583218612
289	0.05575074609
290	0.05563661461
291	0.05533717905
292	0.05506522135
293	0.05490290469
294	0.05460758667
295	0.05434180785
296	0.05416636575
297	0.05394166462
298	0.0536465842
299	0.05315281469
300	0.05294254831
301	0.05272999638
302	0.05247287746
303	0.05215664904
304	0.05169047103
305	0.0514927245
306	0.05140246722
307	0.05124071257
308	0.05108529028
309	0.05087475431
310	0.05067635557
311	0.0505255073
312	0.05038186503
313	0.05019536708
314	0.04999189965
315	0.04962176529
316	0.049376491
317	0.04909219179
318	0.04892165125
319	0.048696867
320	0.04847763787
321	0.04818909869
322	0.04804504286
323	0.04775338965
324	0.04757022716
325	0.04731201849
326	0.04705711423
327	0.04688225583
328	0.04674716015
329	0.04655197346
330	0.0463287447
331	0.04612095914
332	0.04583377171
333	0.04565858437
334	0.04537184757
335	0.04512375602
336	0.04495151364
337	0.04480495278
338	0.04456329311
339	0.04413678079
340	0.04409582986
341	0.04386334035
342	0.04362698921
343	0.04336756078
344	0.04319819365
345	0.0430173047
346	0.04291875513
347	0.04282053556
348	0.04259833146
349	0.04243811819
350	0.04228049734
351	0.04208491717
352	0.04189715392
353	0.04162272893
354	0.04158203225
355	0.04143167761
356	0.04126660322
357	0.04112987139
358	0.04101306459
359	0.04092989049
360	0.04064639989
361	0.04045039135
362	0.04021602992
363	0.03998649859
364	0.03981178055
365	0.03968089247
366	0.03948308537
367	0.03922607657
368	0.03910146427
369	0.03893122815
370	0.03864061654
371	0.03849208243
372	0.03835514624
373	0.03825858191
374	0.0381447684
375	0.03787470213
376	0.03774882252
377	0.03762724137
378	0.03749785333
379	0.03741028761
380	0.03717058557
381	0.03702303224
382	0.03693800723
383	0.03676032366
384	0.03647664081
385	0.0363342773
386	0.03616984723
387	0.03606563936
388	0.03591745802
389	0.03580780932
390	0.03565406856
391	0.03549981355
392	0.0351459618
393	0.03502306904
394	0.03492235439
395	0.03477051209
396	0.03460926406
397	0.03440016742
398	0.03430077431
399	0.03415041597
400	0.03404442925
401	0.03397042618
402	0.0339250574
403	0.03382444998
404	0.03365880551
405	0.03357694936
406	0.03347420253
407	0.03335007648
408	0.03326117455
409	0.03309729632
410	0.03290208508
411	0.03281079103
412	0.03267791272
413	0.03248893328
414	0.03231864647
415	0.03216728457
416	0.03210379266
417	0.03192760554
418	0.03183428827
419	0.03163805546
420	0.03159162548
421	0.03151092149
422	0.03139256075
423	0.03132322284
424	0.03120420652
425	0.03114164842
426	0.03102341699
427	0.0308697717
428	0.03075162748
429	0.03052875868
430	0.0304219542
431	0.03030981595
432	0.03023132405
433	0.0301341103
434	0.03003929089
435	0.0299383787
436	0.0298651125
437	0.02976259862
438	0.02967644858
439	0.02957527652
440	0.02947646486
441	0.02937146496
442	0.02932246242
443	0.02918289576
444	0.02907448174
445	0.02897655335
446	0.02892587676
447	0.02884127869
448	0.02877506829
449	0.02868924178
450	0.02859215901
451	0.02846142827
452	0.02828425916
453	0.02820744654
454	0.02817327058
455	0.02810780778
456	0.02795333558
457	0.0278580687
458	0.02780643838
459	0.02767011167
460	0.02760269871
461	0.02754202928
462	0.02751101713
463	0.02736830078
464	0.02731681532
465	0.02716032523
466	0.02703997098
467	0.02697326797
468	0.02687681243
469	0.0268132667
470	0.02673468681
471	0.02655340196
472	0.02646931161
473	0.02629359814
474	0.02618385531
475	0.02605410966
476	0.02601992103
477	0.02598808764
478	0.02589447378
479	0.02577512343
480	0.02568607988
481	0.02558417215
482	0.02552538119
483	0.02542965119
484	0.02523276443
485	0.02519816557
486	0.02510629016
487	0.0250459897
488	0.0249710681
489	0.02489692465
490	0.02477927597
491	0.02461970487
492	0.02453050493
493	0.02446463965
494	0.02442184823
495	0.02431694171
496	0.02420739179
497	0.0241711243
498	0.02411204689
499	0.02402946939
500	0.02394238246
501	0.0238593148
502	0.02380802345
503	0.02371172976
504	0.02361720502
505	0.02356325485
506	0.02350743719
507	0.0234300222
508	0.0233404001
509	0.02326288234
510	0.02319069616
511	0.02308245194
512	0.02301747914
513	0.02285527841
514	0.02283534217
515	0.02275286827
516	0.02269955863
517	0.02261769727
518	0.02256897163
519	0.02250080914
520	0.02241773172
521	0.02233230927
522	0.02223620995
523	0.02212174776
524	0.02202986593
525	0.02201283238
526	0.02197004046
527	0.02187688666
528	0.02179479989
529	0.02173910089
530	0.02167829258
531	0.02156312975
532	0.02149230058
533	0.02146291672
534	0.02138969374
535	0.02134744149
536	0.02130879652
537	0.02125666366
538	0.02121776913
539	0.02116375261
540	0.02108930081
541	0.02093985232
542	0.02090439978
543	0.02079741083
544	0.02071881545
545	0.02066587434
546	0.02061021625
547	0.02055677195
548	0.0204931092
549	0.02043131647
550	0.02031730391
551	0.02026442493
552	0.02020981032
553	0.02016459656
554	0.02013555823
555	0.02008576397
556	0.02003722073
557	0.01996059356
558	0.01994122069
559	0.01989505683
560	0.01982787766
561	0.01976672844
562	0.0197266185
563	0.01968130034
564	0.01960131089
565	0.01953195553
566	0.01947570245
567	0.0194419263
568	0.0193965545
569	0.01932784251
570	0.01930510699
571	0.0192558394
572	0.01920932761
573	0.01914896733
574	0.01912163034
575	0.0190752529
576	0.01899508231
577	0.01894851082
578	0.01889356038
579	0.01881258426
580	0.01876010442
581	0.01872034605
582	0.01866987503
583	0.01862252677
584	0.01857981184
585	0.01852381579
586	0.01847439421
587	0.01843302154
588	0.01838207008
589	0.01832605925
590	0.0182400842
591	0.01818874933
592	0.01813038591
593	0.01810057422
594	0.01802547084
595	0.01799680315
596	0.01792995299
597	0.01789441677
598	0.01782693768
599	0.01778354191
600	0.01769450992
601	0.01764701668
602	0.01760278471
603	0.0175748509
604	0.01750028338
605	0.01743523142
606	0.01739473672
607	0.01735006082
608	0.01733323808
609	0.01724600546
610	0.01721988257
611	0.01717473576
612	0.01715751602
613	0.01707919327
614	0.01700721018
615	0.01697246353
616	0.01693952383
617	0.01686693975
618	0.01681486821
619	0.01677864377
620	0.01674035403
621	0.01668836392
622	0.01664151212
623	0.01659188264
624	0.01653158313
625	0.01648956786
626	0.01643852576
627	0.01642251559
628	0.01639040908
629	0.01629073884
630	0.01623649311
631	0.01622177416
632	0.01620421613
633	0.01616848125
634	0.01610200242
635	0.01602528605
636	0.01599141668
637	0.01591202245
638	0.01588818989
639	0.01583619575
640	0.01582114715
641	0.01578388194
642	0.01573736143
643	0.01569260729
644	0.01565164667
645	0.01556000009
646	0.01552613306
647	0.01549731069
648	0.01547226661
649	0.01541240039
650	0.01538076575
651	0.01533715385
652	0.01530545022
653	0.01529487288
654	0.01522806974
655	0.01520197453
656	0.01516201128
657	0.0151223766
658	0.01508636945
659	0.01507350681
660	0.0150406385
661	0.01501555836
662	0.01497926984
663	0.01493245436
664	0.01490254583
665	0.01483705497
666	0.01481236623
667	0.01479961562
668	0.01474211141
669	0.0146962236
670	0.01466571488
671	0.01463446599
672	0.01460946015
673	0.01458908235
674	0.01455795736
675	0.01453520409
676	0.01449628802
677	0.01447487298
678	0.01446161341
679	0.01443914274
680	0.01439006699
681	0.01435066345
682	0.01430023221
683	0.01424999764
684	0.01423187957
685	0.01419418177
686	0.01416872037
687	0.01415266232
688	0.01413283029
689	0.01409510655
690	0.01406341132
691	0.01401152435
692	0.01397733641
693	0.01395118023
694	0.01392516039
695	0.01381453489
696	0.01379891481
697	0.01375283908
698	0.01372751591
699	0.01367632003
700	0.0136561281
701	0.01360499145
702	0.01357889767
703	0.01355002526
704	0.01349669451
705	0.01346701492
706	0.01341374391
707	0.01331683673
708	0.01330827355
709	0.01326645945
710	0.01324612771
711	0.01322344582
712	0.01320199221
713	0.0131737982
714	0.01314481026
715	0.0131102759
716	0.01306766056
717	0.01303206549
718	0.01300673786
719	0.01298375639
720	0.01295414586
721	0.01292799925
722	0.01289953284
723	0.0128632501
724	0.01283689543
725	0.01279144955
726	0.01276324636
727	0.01274973725
728	0.01270062471
729	0.01267873071
730	0.01265897079
731	0.01260736065
732	0.01256316522
733	0.01251468886
734	0.01250307417
735	0.01248225865
736	0.01243474969
737	0.01241387279
738	0.01239851246
739	0.01238805194
740	0.01236055402
741	0.01234153483
742	0.01230408344
743	0.01227779913
744	0.01225172086
745	0.01220896836
746	0.01217208366
747	0.01215783093
748	0.01213256472
749	0.01209737387
750	0.01203893208
751	0.01200869228
752	0.01197961341
753	0.01195475438
754	0.01193703313
755	0.01191509447
756	0.01186970504
757	0.01184124838
758	0.01180318214
759	0.01178090439
760	0.01175554411
761	0.0117369084
762	0.0117128812
763	0.01170237729
764	0.01168558901
765	0.01167145355
766	0.01163705319
767	0.01162169845
768	0.01159586659
769	0.01156100948
770	0.01155323437
771	0.0115128688
772	0.01147974779
773	0.01144777006
774	0.01141628968
775	0.01139034101
776	0.01137182621
777	0.01133413922
778	0.01130519262
779	0.01128235878
780	0.01127145828
781	0.01123342694
782	0.01118175874
783	0.01116203822
784	0.01113703302
785	0.01111343418
786	0.01108345102
787	0.01105919057
788	0.01104000132
789	0.01102541956
790	0.01100980809
791	0.0109891204
792	0.01096891695
793	0.01094132869
794	0.01092369602
795	0.01089723951
796	0.01088656279
797	0.01087409382
798	0.01086370882
799	0.01084298714
800	0.01082184309
801	0.01080947349
802	0.01078864599
803	0.01077151909
804	0.01073725745
805	0.01072150396
806	0.010709413
807	0.01067667922
808	0.01065263334
809	0.01062964524
810	0.01060652362
811	0.0105919058
812	0.0105749417
813	0.01054789759
814	0.01052761647
815	0.0105107981
816	0.0104971741
817	0.01045535308
818	0.01043728343
819	0.0104138422
820	0.01038793596
821	0.01036962391
822	0.01035880755
823	0.01033727658
824	0.01032771757
825	0.0103108366
826	0.01029029033
827	0.01026445664
828	0.01024733786
829	0.01022028192
830	0.01019448807
831	0.01017155475
832	0.0101540231
833	0.01013893339
834	0.01012578213
835	0.01010924422
836	0.0100900411
837	0.01006510002
838	0.01004078642
839	0.01003160788
840	0.01002130733
841	0.01001321036
842	0.009983989199
843	0.009967190194
844	0.009950350871
845	0.009927365839
846	0.009898430852
847	0.009877518083
848	0.009866055657
849	0.00982674436
850	0.009784876178
851	0.009774152597
852	0.009760035992
853	0.009738061281
854	0.009716946542
855	0.00969405261
856	0.009677470519
857	0.009660679017
858	0.009647362389
859	0.009627646284
860	0.009604808438
861	0.009587440523
862	0.009570916752
863	0.009541997752
864	0.009530228033
865	0.009525299854
866	0.009519834375
867	0.009510384189
868	0.009488640636
869	0.009469904306
870	0.009456070199
871	0.009449358857
872	0.009429358358
873	0.009411184505
874	0.009394298173
875	0.009382353663
876	0.009359654028
877	0.009343576819
878	0.009324155808
879	0.009307342351
880	0.009297252999
881	0.009269918948
882	0.009257300135
883	0.009243801881
884	0.00923569197
885	0.009226899181
886	0.009206726095
887	0.009194512318
888	0.009175071628
889	0.0091626635
890	0.009158594283
891	0.009151040536
892	0.009138037946
893	0.009126738434
894	0.009126713078
895	0.009108674285
896	0.009091198412
897	0.009076974752
898	0.00907128546
899	0.009062805862
900	0.009055384083
901	0.009043547021
902	0.009033223095
903	0.009033209912
904	0.009012028575
905	0.008995865348
906	0.008987878658
907	0.008966912443
908	0.008959401043
909	0.008939829709
910	0.00889988752
911	0.008870118361
912	0.008845174597
913	0.008837135641
914	0.008829078337
915	0.008815772793
916	0.00878866225
917	0.008778452735
918	0.008748301796
919	0.008733528077
920	0.008708381479
921	0.008697296584
922	0.008686260156
923	0.008673513598
924	0.008664486617
925	0.008650982515
926	0.008644166062
927	0.008635376101
928	0.00862987397
929	0.008614656294
930	0.008598381921
931	0.008589691868
932	0.008556492057
933	0.008544057072
934	0.008532406579
935	0.008514766997
936	0.008503219428
937	0.008483505382
938	0.008466432928
939	0.008454454156
940	0.008442432372
941	0.008426715867
942	0.008419967995
943	0.00839591292
944	0.00838778666
945	0.008376144222
946	0.008366663687
947	0.008360355293
948	0.008337010243
949	0.008316994341
950	0.008301612917
951	0.008294902831
952	0.008280919122
953	0.008274947082
954	0.008268754085
955	0.008267523573
956	0.00825982137
957	0.008257714079
958	0.008251435573
959	0.00824677435
960	0.008232702511
961	0.008217406335
962	0.008206326966
963	0.008198843675
964	0.008184661924
965	0.008184432204
966	0.008174952621
967	0.008155727627
968	0.008120410821
969	0.008107481631
970	0.00809801695
971	0.008097923871
972	0.008093610123
973	0.008093582883
974	0.00807898762
975	0.00807272702
976	0.008058120695
977	0.008043606279
978	0.008043585475
979	0.008043508029
980	0.008035411797
981	0.008030158537
982	0.008017936266
983	0.008000980599
984	0.007995410079
985	0.007983895537
986	0.007971925623
987	0.007954817297
988	0.007951425275
989	0.007945743139
990	0.007945734473
991	0.007934188014
992	0.007902496706
993	0.007899134763
994	0.007882700329
995	0.007874057787
996	0.007839572232
997	0.00782916187
998	0.007824737355
999	0.007813675364
